"Name","SNAP (Food Stamps)"
"Description","Recipients of SNAP by individuals and households.&nbsp;SNAP (Supplemental Nutrition Assistance Program) is a federal program that offers nutrition assistance to low-income individuals and families. It is commonly referred to as Food Stamps.&nbsp;"
"Source Notes","New York City Human Resources Administration,&nbsp;<em>District Resource Statement Fiscal and Service Reports</em>&nbsp;(for Fiscal Years: 2002 and 2003; 2005 and 2006;&nbsp;2006 and 2007;&nbsp;2007 and 2008;&nbsp;2009 and 2010; 2011 and 2012;&nbsp;2016 and 2017; 2017 and 2018) retrieved from&nbsp;<a href=""https://www1.nyc.gov/site/hra/about/facts.page"" target=""_blank"">https://www1.nyc.gov/site/hra/about/facts.page</a>&nbsp;<br />
<br />
New York City Human Resources Administration,&nbsp;Borough/Community District Report - SNAP Population (2018-2019). Retrieved from NYC Open Data:&nbsp;<a href=""https://data.cityofnewyork.us/Social-Services/Borough-Community-District-Report-SNAP-Population/jye8-w4d7"" target=""_blank"">https://data.cityofnewyork.us/Social-Services/Borough-Community-District-Report-SNAP-Population/jye8-w4d7</a><br />"
"Notes","Figures represent data as of October for the given year, with the exception of 2018 and 2019 which represent data as of September.<br />
Percentages presented by Recipient refer to the percent of all individuals or <g class=""gr_ gr_7 gr-alert gr_gramm gr_inline_cards gr_run_anim Punctuation only-del replaceWithoutSep"" id=""7"" data-gr-id=""7""><g class=""gr_ gr_7 gr-alert gr_gramm gr_inline_cards gr_run_anim Punctuation only-del replaceWithoutSep"" id=""7"" data-gr-id=""7"">households,</g></g> and are calculated using U.S. Census Bureau counts and estimates. See <a href=""https://data.cccnewyork.org/data/map/97/total-population#97/a/3/147/62/a/a"" target=""_blank"">total population</a> and <a href=""https://data.cccnewyork.org/data/map/32/households-and-families#32/a/3/56/62/a/a"" target=""_blank"">household</a>&nbsp;indicators for estimates and complete citations.<br />
<em>
*CCC is in the process of filling in data for missing years.&nbsp;</em>"

Location,Recipient,TimeFrame,DataFormat,Data,Fips
Flatbush/Midwood,Individuals,2016,Percent,0.21125,314
Sheepshead Bay,Individuals,2016,Percent,0.1833,315
Brownsville,Individuals,2016,Percent,0.3396,316
East Flatbush,Individuals,2016,Percent,0.22105,317
Canarsie,Individuals,2016,Percent,0.13705,318
Battery Park/Tribeca,Individuals,2016,Percent,0.03251,101
Greenwich Village,Individuals,2016,Percent,0.03528,102
Lower East Side,Individuals,2016,Percent,0.24286,103
Chelsea/Clinton,Individuals,2016,Percent,0.12066,104
Midtown Business District,Individuals,2016,Percent,0.07278,105
Murray Hill/Stuyvesant,Individuals,2016,Percent,0.03517,106
Upper West Side,Individuals,2016,Percent,0.08767,107
Upper East Side,Individuals,2016,Percent,0.02536,108
Manhattanville,Individuals,2016,Percent,0.1872,109
Central Harlem,Individuals,2016,Percent,0.24669,110
East Harlem,Individuals,2016,Percent,0.32968,111
Washington Heights,Individuals,2016,Percent,0.21138,112
Astoria,Individuals,2016,Percent,0.13346,401
Sunnyside/Woodside,Individuals,2016,Percent,0.08273,402
Jackson Heights,Individuals,2016,Percent,0.1721,403
Elmhurst/Corona,Individuals,2016,Percent,0.2038,404
Ridgewood/Glendale,Individuals,2016,Percent,0.10336,405
Rego Park/Forest Hills,Individuals,2016,Percent,0.09329,406
Flushing,Individuals,2016,Percent,0.10934,407
Fresh Meadows/Briarwood,Individuals,2016,Percent,0.10821,408
Woodhaven,Individuals,2016,Percent,0.14152,409
Howard Beach,Individuals,2016,Percent,0.11979,410
Bayside,Individuals,2016,Percent,0.05388,411
Jamaica/St. Albans,Individuals,2016,Percent,0.1898,412
Queens Village,Individuals,2016,Percent,0.09113,413
The Rockaways,Individuals,2016,Percent,0.23724,414
St. George,Individuals,2016,Percent,0.22341,501
South Beach,Individuals,2016,Percent,0.09631,502
Tottenville,Individuals,2016,Percent,0.06202,503
Mott Haven,Households,2016,Percent,0.72255,201
Hunts Point,Households,2016,Percent,0.64057,202
Morrisania,Households,2016,Percent,0.76972,203
Concourse/Highbridge,Households,2016,Percent,0.64921,204
University Heights,Households,2016,Percent,0.67497,205
East Tremont,Households,2016,Percent,0.69764,206
Bedford Park,Households,2016,Percent,0.57995,207
Riverdale,Households,2016,Percent,0.23452,208
Unionport/Soundview,Households,2016,Percent,0.46317,209
Throgs Neck,Households,2016,Percent,0.23727,210
Pelham Parkway,Households,2016,Percent,0.31624,211
Williamsbridge,Households,2016,Percent,0.40585,212
Williamsburg/Greenpoint,Households,2016,Percent,0.31467,301
Fort Greene/Brooklyn Hts,Households,2016,Percent,0.15395,302
Bedford Stuyvesant,Households,2016,Percent,0.48556,303
Bushwick,Households,2016,Percent,0.34983,304
East New York,Households,2016,Percent,0.65154,305
Park Slope,Households,2016,Percent,0.14006,306
Sunset Park,Households,2016,Percent,0.31102,307
Crown Heights North,Households,2016,Percent,0.24598,308
Crown Heights South,Households,2016,Percent,0.29996,309
Bay Ridge,Households,2016,Percent,0.2235,310
Bensonhurst,Households,2016,Percent,0.34497,311
Borough Park,Households,2016,Percent,0.51069,312
Coney Island,Households,2016,Percent,0.45282,313
Flatbush/Midwood,Households,2016,Percent,0.34524,314
Sheepshead Bay,Households,2016,Percent,0.29913,315
Brownsville,Households,2016,Percent,0.47439,316
East Flatbush,Households,2016,Percent,0.38819,317
Canarsie,Households,2016,Percent,0.25201,318
Battery Park/Tribeca,Households,2016,Percent,0.05491,101
Greenwich Village,Households,2016,Percent,0.05704,102
Lower East Side,Households,2016,Percent,0.33437,103
Chelsea/Clinton,Households,2016,Percent,0.15709,104
Midtown Business District,Households,2016,Percent,0.10761,105
Murray Hill/Stuyvesant,Households,2016,Percent,0.05639,106
Upper West Side,Households,2016,Percent,0.12508,107
Upper East Side,Households,2016,Percent,0.0393,108
Manhattanville,Households,2016,Percent,0.33391,109
Central Harlem,Households,2016,Percent,0.37625,110
East Harlem,Households,2016,Percent,0.51627,111
Washington Heights,Households,2016,Percent,0.43619,112
Astoria,Households,2016,Percent,0.18711,401
Sunnyside/Woodside,Households,2016,Percent,0.13088,402
Jackson Heights,Households,2016,Percent,0.32609,403
Elmhurst/Corona,Households,2016,Percent,0.3999,404
Ridgewood/Glendale,Households,2016,Percent,0.18145,405
Rego Park/Forest Hills,Households,2016,Percent,0.13745,406
Flushing,Households,2016,Percent,0.20517,407
Fresh Meadows/Briarwood,Households,2016,Percent,0.19359,408
Woodhaven,Households,2016,Percent,0.2866,409
Howard Beach,Households,2016,Percent,0.25054,410
Bayside,Households,2016,Percent,0.10142,411
Jamaica/St. Albans,Households,2016,Percent,0.38061,412
Queens Village,Households,2016,Percent,0.20742,413
The Rockaways,Households,2016,Percent,0.38917,414
St. George,Households,2016,Percent,0.3432,501
South Beach,Households,2016,Percent,0.17186,502
Tottenville,Households,2016,Percent,0.10734,503
New York City,Individuals,2016,Number,1692789,3651000
New York City,Households,2016,Number,951180,3651000
New York City,Individuals,2016,Percent,0.19827,3651000
New York City,Households,2016,Percent,0.30537,3651000
Bronx,Individuals,2016,Number,473526,36005
Brooklyn,Individuals,2016,Number,608900,36047
Manhattan,Individuals,2016,Number,239290,36061
Queens,Individuals,2016,Number,308422,36081
Staten Island,Individuals,2016,Number,62653,36085
Bronx,Households,2016,Number,254404,36005
Brooklyn,Households,2016,Number,322601,36047
Manhattan,Households,2016,Number,158957,36061
Queens,Households,2016,Number,180583,36081
Staten Island,Households,2016,Number,34636,36085
Bronx,Individuals,2016,Percent,0.32529,36005
Brooklyn,Individuals,2016,Percent,0.2316,36047
Manhattan,Individuals,2016,Percent,0.14558,36061
Queens,Individuals,2016,Percent,0.1322,36081
Staten Island,Individuals,2016,Percent,0.13162,36085
Bronx,Households,2016,Percent,0.5103,36005
Brooklyn,Households,2016,Percent,0.34251,36047
Manhattan,Households,2016,Percent,0.21243,36061
Queens,Households,2016,Percent,0.23704,36081
Staten Island,Households,2016,Percent,0.21082,36085
Battery Park/Tribeca,Individuals,2017,Number,2259,101
Greenwich Village,Individuals,2017,Number,3123,102
Lower East Side,Individuals,2017,Number,37624,103
Chelsea/Clinton,Individuals,2017,Number,11530,104
Midtown Business District,Individuals,2017,Number,4325,105
Murray Hill/Stuyvesant,Individuals,2017,Number,4902,106
Upper West Side,Individuals,2017,Number,16494,107
Upper East Side,Individuals,2017,Number,5537,108
Manhattanville,Individuals,2017,Number,22990,109
Central Harlem,Individuals,2017,Number,34211,110
East Harlem,Individuals,2017,Number,43054,111
Washington Heights,Individuals,2017,Number,48826,112
Mott Haven,Individuals,2017,Number,45278,201
Hunts Point,Individuals,2017,Number,22827,202
Morrisania,Individuals,2017,Number,41962,203
Concourse/Highbridge,Individuals,2017,Number,58305,204
University Heights,Individuals,2017,Number,57465,205
East Tremont,Individuals,2017,Number,39543,206
Bedford Park,Individuals,2017,Number,47425,207
Riverdale,Individuals,2017,Number,16481,208
Unionport/Soundview,Individuals,2017,Number,53482,209
Throgs Neck,Individuals,2017,Number,17508,210
Pelham Parkway,Individuals,2017,Number,24042,211
Williamsbridge,Individuals,2017,Number,37245,212
Williamsburg/Greenpoint,Individuals,2017,Number,51872,301
Fort Greene/Brooklyn Hts,Individuals,2017,Number,13703,302
Bedford Stuyvesant,Individuals,2017,Number,45304,303
Bushwick,Individuals,2017,Number,26003,304
East New York,Individuals,2017,Number,62817,305
Park Slope,Individuals,2017,Number,9856,306
Sunset Park,Individuals,2017,Number,23106,307
Crown Heights North,Individuals,2017,Number,21407,308
Crown Heights South,Individuals,2017,Number,21118,309
Bay Ridge,Individuals,2017,Number,17098,310
Bensonhurst,Individuals,2017,Number,37470,311
Borough Park,Individuals,2017,Number,62727,312
Coney Island,Individuals,2017,Number,32615,313
Flatbush/Midwood,Individuals,2017,Number,32870,314
Sheepshead Bay,Individuals,2017,Number,28439,315
Brownsville,Individuals,2017,Number,36341,316
East Flatbush,Individuals,2017,Number,30808,317
Canarsie,Individuals,2017,Number,27660,318
Astoria,Individuals,2017,Number,22469,401
Sunnyside/Woodside,Individuals,2017,Number,10776,402
Jackson Heights,Individuals,2017,Number,26144,403
Elmhurst/Corona,Individuals,2017,Number,27182,404
Ridgewood/Glendale,Individuals,2017,Number,18709,405
Rego Park/Forest Hills,Individuals,2017,Number,10168,406
Flushing,Individuals,2017,Number,26273,407
Fresh Meadows/Briarwood,Individuals,2017,Number,17850,408
Woodhaven,Individuals,2017,Number,22675,409
Howard Beach,Individuals,2017,Number,16035,410
Bayside,Individuals,2017,Number,6367,411
Jamaica/St. Albans,Individuals,2017,Number,44610,412
Queens Village,Individuals,2017,Number,19291,413
The Rockaways,Individuals,2017,Number,28610,414
St. George,Individuals,2017,Number,37785,501
South Beach,Individuals,2017,Number,14022,502
Tottenville,Individuals,2017,Number,9798,503
Bronx,Individuals,2017,Number,461563,36005
Brooklyn,Individuals,2017,Number,581214,36047
Manhattan,Individuals,2017,Number,234875,36061
Queens,Individuals,2017,Number,297159,36081
Staten Island,Individuals,2017,Number,61605,36085
New York City,Individuals,2017,Number,1636416,3651000
Battery Park/Tribeca,Individuals,2017,Percent,0.03755,101
Greenwich Village,Individuals,2017,Percent,0.03516,102
Lower East Side,Individuals,2017,Percent,0.23443,103
Chelsea/Clinton,Individuals,2017,Percent,0.11348,104
Midtown Business District,Individuals,2017,Percent,0.08505,105
Murray Hill/Stuyvesant,Individuals,2017,Percent,0.03275,106
Upper West Side,Individuals,2017,Percent,0.07963,107
Upper East Side,Individuals,2017,Percent,0.02585,108
Manhattanville,Individuals,2017,Percent,0.16902,109
Central Harlem,Individuals,2017,Percent,0.23203,110
East Harlem,Individuals,2017,Percent,0.33553,111
Washington Heights,Individuals,2017,Percent,0.22194,112
Mott Haven,Individuals,2017,Percent,0.45494,201
Hunts Point,Individuals,2017,Percent,0.40167,202
Morrisania,Individuals,2017,Percent,0.45603,203
Concourse/Highbridge,Individuals,2017,Percent,0.38945,204
University Heights,Individuals,2017,Percent,0.38739,205
East Tremont,Individuals,2017,Percent,0.41165,206
Bedford Park,Individuals,2017,Percent,0.3304,207
Riverdale,Individuals,2017,Percent,0.14554,208
Unionport/Soundview,Individuals,2017,Percent,0.28452,209
Throgs Neck,Individuals,2017,Percent,0.1544,210
Pelham Parkway,Individuals,2017,Percent,0.20016,211
Williamsbridge,Individuals,2017,Percent,0.24762,212
Williamsburg/Greenpoint,Individuals,2017,Percent,0.34126,301
Fort Greene/Brooklyn Hts,Individuals,2017,Percent,0.10117,302
Bedford Stuyvesant,Individuals,2017,Percent,0.31898,303
Bushwick,Individuals,2017,Percent,0.18511,304
East New York,Individuals,2017,Percent,0.35596,305
Park Slope,Individuals,2017,Percent,0.08481,306
Sunset Park,Individuals,2017,Percent,0.16009,307
Crown Heights North,Individuals,2017,Percent,0.15105,308
Crown Heights South,Individuals,2017,Percent,0.18653,309
Bay Ridge,Individuals,2017,Percent,0.13846,310
Bensonhurst,Individuals,2017,Percent,0.18203,311
Borough Park,Individuals,2017,Percent,0.42801,312
Coney Island,Individuals,2017,Percent,0.26732,313
Flatbush/Midwood,Individuals,2017,Percent,0.21811,314
Sheepshead Bay,Individuals,2017,Percent,0.16628,315
Brownsville,Individuals,2017,Percent,0.3259,316
East Flatbush,Individuals,2017,Percent,0.21992,317
Canarsie,Individuals,2017,Percent,0.12827,318
Astoria,Individuals,2017,Percent,0.13674,401
Sunnyside/Woodside,Individuals,2017,Percent,0.08052,402
Jackson Heights,Individuals,2017,Percent,0.15359,403
Elmhurst/Corona,Individuals,2017,Percent,0.1858,404
Ridgewood/Glendale,Individuals,2017,Percent,0.09399,405
Rego Park/Forest Hills,Individuals,2017,Percent,0.0855,406
Flushing,Individuals,2017,Percent,0.10094,407
Fresh Meadows/Briarwood,Individuals,2017,Percent,0.10865,408
Woodhaven,Individuals,2017,Percent,0.1489,409
Howard Beach,Individuals,2017,Percent,0.11509,410
Bayside,Individuals,2017,Percent,0.05365,411
Jamaica/St. Albans,Individuals,2017,Percent,0.17892,412
Queens Village,Individuals,2017,Percent,0.0924,413
The Rockaways,Individuals,2017,Percent,0.21503,414
St. George,Individuals,2017,Percent,0.21392,501
South Beach,Individuals,2017,Percent,0.09753,502
Tottenville,Individuals,2017,Percent,0.0616,503
Bronx,Individuals,2017,Percent,0.31374,36005
Brooklyn,Individuals,2017,Percent,0.21943,36047
Manhattan,Individuals,2017,Percent,0.14109,36061
Queens,Individuals,2017,Percent,0.12599,36081
Staten Island,Individuals,2017,Percent,0.12849,36085
New York City,Individuals,2017,Percent,0.18978,3651000
Battery Park/Tribeca,Households,2017,Number,1758,101
Greenwich Village,Households,2017,Number,2456,102
Lower East Side,Households,2017,Number,25065,103
Chelsea/Clinton,Households,2017,Number,8661,104
Midtown Business District,Households,2017,Number,3272,105
Murray Hill/Stuyvesant,Households,2017,Number,4206,106
Upper West Side,Households,2017,Number,12320,107
Upper East Side,Households,2017,Number,4405,108
Manhattanville,Households,2017,Number,14820,109
Central Harlem,Households,2017,Number,21322,110
East Harlem,Households,2017,Number,26344,111
Washington Heights,Households,2017,Number,32439,112
Mott Haven,Households,2017,Number,23824,201
Hunts Point,Households,2017,Number,12190,202
Morrisania,Households,2017,Number,22174,203
Concourse/Highbridge,Households,2017,Number,31560,204
University Heights,Households,2017,Number,30631,205
East Tremont,Households,2017,Number,20827,206
Bedford Park,Households,2017,Number,26043,207
Riverdale,Households,2017,Number,9766,208
Unionport/Soundview,Households,2017,Number,28919,209
Throgs Neck,Households,2017,Number,10571,210
Pelham Parkway,Households,2017,Number,13770,211
Williamsbridge,Households,2017,Number,20228,212
Williamsburg/Greenpoint,Households,2017,Number,20254,301
Fort Greene/Brooklyn Hts,Households,2017,Number,9019,302
Bedford Stuyvesant,Households,2017,Number,24086,303
Bushwick,Households,2017,Number,15412,304
East New York,Households,2017,Number,34852,305
Park Slope,Households,2017,Number,6363,306
Sunset Park,Households,2017,Number,13102,307
Crown Heights North,Households,2017,Number,13399,308
Crown Heights South,Households,2017,Number,12507,309
Bay Ridge,Households,2017,Number,9699,310
Bensonhurst,Households,2017,Number,21513,311
Borough Park,Households,2017,Number,20395,312
Coney Island,Households,2017,Number,21036,313
Flatbush/Midwood,Households,2017,Number,18674,314
Sheepshead Bay,Households,2017,Number,17227,315
Brownsville,Households,2017,Number,20002,316
East Flatbush,Households,2017,Number,18866,317
Canarsie,Households,2017,Number,16306,318
Astoria,Households,2017,Number,13296,401
Sunnyside/Woodside,Households,2017,Number,6688,402
Jackson Heights,Households,2017,Number,14802,403
Elmhurst/Corona,Households,2017,Number,15465,404
Ridgewood/Glendale,Households,2017,Number,10642,405
Rego Park/Forest Hills,Households,2017,Number,6967,406
Flushing,Households,2017,Number,17076,407
Fresh Meadows/Briarwood,Households,2017,Number,10481,408
Woodhaven,Households,2017,Number,12653,409
Howard Beach,Households,2017,Number,9399,410
Bayside,Households,2017,Number,4291,411
Jamaica/St. Albans,Households,2017,Number,26336,412
Queens Village,Households,2017,Number,12170,413
The Rockaways,Households,2017,Number,15448,414
St. George,Households,2017,Number,19722,501
South Beach,Households,2017,Number,8268,502
Tottenville,Households,2017,Number,6203,503
Bronx,Households,2017,Number,250503,36005
Brooklyn,Households,2017,Number,312712,36047
Manhattan,Households,2017,Number,157068,36061
Queens,Households,2017,Number,175714,36081
Staten Island,Households,2017,Number,34193,36085
New York City,Households,2017,Number,930190,3651000
Battery Park/Tribeca,Households,2017,Percent,0.06074,101
Greenwich Village,Households,2017,Percent,0.05748,102
Lower East Side,Households,2017,Percent,0.35091,103
Chelsea/Clinton,Households,2017,Percent,0.14431,104
Midtown Business District,Households,2017,Percent,0.10893,105
Murray Hill/Stuyvesant,Households,2017,Percent,0.05169,106
Upper West Side,Households,2017,Percent,0.12445,107
Upper East Side,Households,2017,Percent,0.0406,108
Manhattanville,Households,2017,Percent,0.29927,109
Central Harlem,Households,2017,Percent,0.34249,110
East Harlem,Households,2017,Percent,0.49881,111
Washington Heights,Households,2017,Percent,0.41788,112
Mott Haven,Households,2017,Percent,0.70824,201
Hunts Point,Households,2017,Percent,0.63464,202
Morrisania,Households,2017,Percent,0.71809,203
Concourse/Highbridge,Households,2017,Percent,0.61975,204
University Heights,Households,2017,Percent,0.66423,205
East Tremont,Households,2017,Percent,0.64607,206
Bedford Park,Households,2017,Percent,0.56196,207
Riverdale,Households,2017,Percent,0.22724,208
Unionport/Soundview,Households,2017,Percent,0.45235,209
Throgs Neck,Households,2017,Percent,0.23339,210
Pelham Parkway,Households,2017,Percent,0.31719,211
Williamsbridge,Households,2017,Percent,0.41259,212
Williamsburg/Greenpoint,Households,2017,Percent,0.31541,301
Fort Greene/Brooklyn Hts,Households,2017,Percent,0.15168,302
Bedford Stuyvesant,Households,2017,Percent,0.45916,303
Bushwick,Households,2017,Percent,0.32259,304
East New York,Households,2017,Percent,0.58461,305
Park Slope,Households,2017,Percent,0.13707,306
Sunset Park,Households,2017,Percent,0.29921,307
Crown Heights North,Households,2017,Percent,0.2389,308
Crown Heights South,Households,2017,Percent,0.28231,309
Bay Ridge,Households,2017,Percent,0.2089,310
Bensonhurst,Households,2017,Percent,0.33385,311
Borough Park,Households,2017,Percent,0.49794,312
Coney Island,Households,2017,Percent,0.44337,313
Flatbush/Midwood,Households,2017,Percent,0.33465,314
Sheepshead Bay,Households,2017,Percent,0.28952,315
Brownsville,Households,2017,Percent,0.43183,316
East Flatbush,Households,2017,Percent,0.36297,317
Canarsie,Households,2017,Percent,0.23554,318
Astoria,Households,2017,Percent,0.19832,401
Sunnyside/Woodside,Households,2017,Percent,0.12743,402
Jackson Heights,Households,2017,Percent,0.29878,403
Elmhurst/Corona,Households,2017,Percent,0.36543,404
Ridgewood/Glendale,Households,2017,Percent,0.16936,405
Rego Park/Forest Hills,Households,2017,Percent,0.13608,406
Flushing,Households,2017,Percent,0.18931,407
Fresh Meadows/Briarwood,Households,2017,Percent,0.19178,408
Woodhaven,Households,2017,Percent,0.27853,409
Howard Beach,Households,2017,Percent,0.2468,410
Bayside,Households,2017,Percent,0.10287,411
Jamaica/St. Albans,Households,2017,Percent,0.36431,412
Queens Village,Households,2017,Percent,0.20784,413
The Rockaways,Households,2017,Percent,0.35981,414
St. George,Households,2017,Percent,0.31903,501
South Beach,Households,2017,Percent,0.1706,502
Tottenville,Households,2017,Percent,0.11135,503
Bronx,Households,2017,Percent,0.49704,36005
Brooklyn,Households,2017,Percent,0.32703,36047
Manhattan,Households,2017,Percent,0.20553,36061
Queens,Households,2017,Percent,0.22842,36081
Staten Island,Households,2017,Percent,0.20599,36085
New York City,Households,2017,Percent,0.29439,3651000
Mott Haven,Individuals,2018,Number,45575,201
Hunts Point,Individuals,2018,Number,22974,202
Morrisania,Individuals,2018,Number,42384,203
Concourse/Highbridge,Individuals,2018,Number,59231,204
University Heights,Individuals,2018,Number,58005,205
East Tremont,Individuals,2018,Number,39784,206
Bedford Park,Individuals,2018,Number,48003,207
Riverdale,Individuals,2018,Number,16716,208
Unionport/Soundview,Individuals,2018,Number,54113,209
Throgs Neck,Individuals,2018,Number,17627,210
Pelham Parkway,Individuals,2018,Number,24271,211
Williamsbridge,Individuals,2018,Number,37611,212
Williamsburg/Greenpoint,Individuals,2018,Number,52715,301
Fort Greene/Brooklyn Hts,Individuals,2018,Number,13791,302
Bedford Stuyvesant,Individuals,2018,Number,45971,303
Bushwick,Individuals,2018,Number,26548,304
East New York,Individuals,2018,Number,63518,305
Park Slope,Individuals,2018,Number,9973,306
Sunset Park,Individuals,2018,Number,23563,307
Crown Heights North,Individuals,2018,Number,21624,308
Crown Heights South,Individuals,2018,Number,21469,309
Bay Ridge,Individuals,2018,Number,17422,310
Bensonhurst,Individuals,2018,Number,38010,311
Borough Park,Individuals,2018,Number,63664,312
Coney Island,Individuals,2018,Number,33044,313
Flatbush/Midwood,Individuals,2018,Number,33345,314
Sheepshead Bay,Individuals,2018,Number,28852,315
Brownsville,Individuals,2018,Number,36694,316
East Flatbush,Individuals,2018,Number,31305,317
Canarsie,Individuals,2018,Number,28165,318
Battery Park/Tribeca,Individuals,2018,Number,2245,101
Greenwich Village,Individuals,2018,Number,3170,102
Lower East Side,Individuals,2018,Number,37948,103
Chelsea/Clinton,Individuals,2018,Number,11664,104
Midtown Business District,Individuals,2018,Number,4236,105
Murray Hill/Stuyvesant,Individuals,2018,Number,4909,106
Upper West Side,Individuals,2018,Number,16486,107
Upper East Side,Individuals,2018,Number,5626,108
Manhattanville,Individuals,2018,Number,23051,109
Central Harlem,Individuals,2018,Number,34404,110
East Harlem,Individuals,2018,Number,43308,111
Washington Heights,Individuals,2018,Number,49147,112
Astoria,Individuals,2018,Number,22894,401
Sunnyside/Woodside,Individuals,2018,Number,10997,402
Jackson Heights,Individuals,2018,Number,26817,403
Elmhurst/Corona,Individuals,2018,Number,27631,404
Ridgewood/Glendale,Individuals,2018,Number,19120,405
Rego Park/Forest Hills,Individuals,2018,Number,10223,406
Flushing,Individuals,2018,Number,26410,407
Fresh Meadows/Briarwood,Individuals,2018,Number,17920,408
Woodhaven,Individuals,2018,Number,22826,409
Howard Beach,Individuals,2018,Number,16276,410
Bayside,Individuals,2018,Number,6481,411
Jamaica/St. Albans,Individuals,2018,Number,45153,412
Queens Village,Individuals,2018,Number,19413,413
The Rockaways,Individuals,2018,Number,29212,414
St. George,Individuals,2018,Number,38119,501
South Beach,Individuals,2018,Number,14114,502
Tottenville,Individuals,2018,Number,9883,503
Bronx,Individuals,2018,Number,466294,36005
Brooklyn,Individuals,2018,Number,589673,36047
Manhattan,Individuals,2018,Number,236194,36061
Queens,Individuals,2018,Number,301373,36081
Staten Island,Individuals,2018,Number,62116,36085
New York City,Individuals,2018,Number,1655650,3651000
Mott Haven,Households,2018,Number,23980,201
Hunts Point,Households,2018,Number,12277,202
Morrisania,Households,2018,Number,22379,203
Concourse/Highbridge,Households,2018,Number,32012,204
University Heights,Households,2018,Number,30913,205
East Tremont,Households,2018,Number,20964,206
Bedford Park,Households,2018,Number,26293,207
Riverdale,Households,2018,Number,9851,208
Unionport/Soundview,Households,2018,Number,29193,209
Throgs Neck,Households,2018,Number,10637,210
Pelham Parkway,Households,2018,Number,13877,211
Williamsbridge,Households,2018,Number,20363,212
Williamsburg/Greenpoint,Households,2018,Number,20495,301
Fort Greene/Brooklyn Hts,Households,2018,Number,9070,302
Bedford Stuyvesant,Households,2018,Number,24357,303
Bushwick,Households,2018,Number,15640,304
East New York,Households,2018,Number,35199,305
Park Slope,Households,2018,Number,6431,306
Sunset Park,Households,2018,Number,13326,307
Crown Heights North,Households,2018,Number,13495,308
Crown Heights South,Households,2018,Number,12636,309
Bay Ridge,Households,2018,Number,9843,310
Bensonhurst,Households,2018,Number,21758,311
Borough Park,Households,2018,Number,20755,312
Coney Island,Households,2018,Number,21261,313
Flatbush/Midwood,Households,2018,Number,18925,314
Sheepshead Bay,Households,2018,Number,17402,315
Brownsville,Households,2018,Number,20127,316
East Flatbush,Households,2018,Number,19133,317
Canarsie,Households,2018,Number,16579,318
Battery Park/Tribeca,Households,2018,Number,1762,101
Greenwich Village,Households,2018,Number,2481,102
Lower East Side,Households,2018,Number,25250,103
Chelsea/Clinton,Households,2018,Number,8750,104
Midtown Business District,Households,2018,Number,3255,105
Murray Hill/Stuyvesant,Households,2018,Number,4200,106
Upper West Side,Households,2018,Number,12354,107
Upper East Side,Households,2018,Number,4447,108
Manhattanville,Households,2018,Number,14859,109
Central Harlem,Households,2018,Number,21425,110
East Harlem,Households,2018,Number,26502,111
Washington Heights,Households,2018,Number,32704,112
Astoria,Households,2018,Number,13500,401
Sunnyside/Woodside,Households,2018,Number,6764,402
Jackson Heights,Households,2018,Number,15130,403
Elmhurst/Corona,Households,2018,Number,15677,404
Ridgewood/Glendale,Households,2018,Number,10848,405
Rego Park/Forest Hills,Households,2018,Number,7008,406
Flushing,Households,2018,Number,17168,407
Fresh Meadows/Briarwood,Households,2018,Number,10546,408
Woodhaven,Households,2018,Number,12718,409
Howard Beach,Households,2018,Number,9519,410
Bayside,Households,2018,Number,4333,411
Jamaica/St. Albans,Households,2018,Number,26659,412
Queens Village,Households,2018,Number,12250,413
The Rockaways,Households,2018,Number,15671,414
St. George,Households,2018,Number,19881,501
South Beach,Households,2018,Number,8325,502
Tottenville,Households,2018,Number,6229,503
Bronx,Households,2018,Number,252739,36005
Brooklyn,Households,2018,Number,316432,36047
Manhattan,Households,2018,Number,157989,36061
Queens,Households,2018,Number,177791,36081
Staten Island,Households,2018,Number,34435,36085
New York City,Households,2018,Number,939386,3651000
Mott Haven,Individuals,2019,Number,41969,201
Hunts Point,Individuals,2019,Number,20542,202
Morrisania,Individuals,2019,Number,39456,203
Concourse/Highbridge,Individuals,2019,Number,52131,204
University Heights,Individuals,2019,Number,50652,205
East Tremont,Individuals,2019,Number,36831,206
Bedford Park,Individuals,2019,Number,42511,207
Riverdale,Individuals,2019,Number,15257,208
Unionport/Soundview,Individuals,2019,Number,49052,209
Throgs Neck,Individuals,2019,Number,16745,210
Pelham Parkway,Individuals,2019,Number,22349,211
Williamsbridge,Individuals,2019,Number,35257,212
Williamsburg/Greenpoint,Individuals,2019,Number,49470,301
Fort Greene/Brooklyn Hts,Individuals,2019,Number,12682,302
Bedford Stuyvesant,Individuals,2019,Number,41664,303
Bushwick,Individuals,2019,Number,22301,304
East New York,Individuals,2019,Number,59488,305
Park Slope,Individuals,2019,Number,9754,306
Sunset Park,Individuals,2019,Number,19654,307
Crown Heights North,Individuals,2019,Number,18858,308
Crown Heights South,Individuals,2019,Number,19295,309
Bay Ridge,Individuals,2019,Number,15945,310
Bensonhurst,Individuals,2019,Number,33279,311
Borough Park,Individuals,2019,Number,58390,312
Coney Island,Individuals,2019,Number,30178,313
Flatbush/Midwood,Individuals,2019,Number,28377,314
Sheepshead Bay,Individuals,2019,Number,26162,315
Brownsville,Individuals,2019,Number,35066,316
